transition_date,transition_hour,number_of_passenger,station_poi_desc_cd
2024-09-10,16,8,SANAYI MAH. GUNEY
2024-09-10,16,3,YENIKAPI KUZEY
2024-09-10,16,1,SEYRANTEPE 1 BATI
2024-09-10,16,1,LEVENT 2 KUZEY
2024-09-10,16,7,ITU KUZEY
2024-09-10,16,4,SISLI 2 KUZEY
2024-09-10,16,1,SISLI GUNEY
2024-09-10,16,1,ATATURK OTO SANAYI GUNEY
2024-09-10,16,7,SEYRANTEPE 2 DOGU
2024-09-10,16,3,LEVENT 2 KUZEY
2024-09-10,16,20,ITU GUNEY
2024-09-10,16,1,ATATURK OTO SANAYI GUNEY
2024-09-10,16,2,TAKSIM GUNEY
2024-09-10,16,1,VEZNECILER GUNEY
2024-09-10,16,3,ITU GUNEY
2024-09-10,16,28,SANAYI MAH. KUZEY
2024-09-10,16,132,LEVENT GUNEY
2024-09-10,16,4,SISLI 2 KUZEY
2024-09-10,16,39,ATATURK OTO SANAYI GUNEY
2024-09-10,16,1,SANAYI MAH. GUNEY
2024-09-10,16,2,GAYRETTEPE
2024-09-10,16,11,GAYRETTEPE
2024-09-10,16,1,DARUSSAFAKA
2024-09-10,16,7,LEVENT 2 KUZEY
2024-09-10,16,376,GAYRETTEPE
2024-09-10,16,17,HACIOSMAN
2024-09-10,16,51,YENIKAPI GUNEY
2024-09-10,16,2,YENIKAPI GUNEY
2024-09-10,16,42,SISLI 2 KUZEY
2024-09-10,16,1,SISHANE KUZEY
2024-09-10,16,44,SISLI GUNEY
2024-09-10,16,1,ATATURK OTO SANAYI KUZEY
2024-09-10,16,15,4 LEVENT 2 GUNEY
2024-09-10,16,54,OSMANBEY 2 GUNEY
2024-09-10,16,4,SISLI 2 KUZEY
2024-09-10,16,149,GAYRETTEPE
2024-09-10,16,2,SISHANE KUZEY
2024-09-10,16,1,HACIOSMAN
2024-09-10,16,246,SISLI 2 KUZEY
2024-09-10,16,3,SISLI GUNEY
2024-09-10,16,63,OSMANBEY KUZEY
2024-09-10,16,175,SISHANE GUNEY
2024-09-10,16,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,1,TAKSIM GUNEY
2024-09-10,16,30,SANAYI MAH. GUNEY
2024-09-10,16,210,YENIKAPI GUNEY
2024-09-10,16,16,4 LEVENT 2 GUNEY
2024-09-10,16,3,TAKSIM GUNEY
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,3,SISLI GUNEY
2024-09-10,16,1,HACIOSMAN
2024-09-10,16,3,GAYRETTEPE
2024-09-10,16,1,ATATURK OTO SANAYI GUNEY
2024-09-10,16,1,4 LEVENT 2 GUNEY
2024-09-10,16,9,SANAYI MAH. KUZEY
2024-09-10,16,14,HALIC GUNEY
2024-09-10,16,7,SISLI GUNEY
2024-09-10,16,1,4 LEVENT 2 GUNEY
2024-09-10,16,83,TAKSIM GUNEY
2024-09-10,16,23,ATATURK OTO SANAYI KUZEY
2024-09-10,16,48,LEVENT 2 KUZEY
2024-09-10,16,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,122,4 LEVENT 2 GUNEY
2024-09-10,16,5,OSMANBEY 2 GUNEY
2024-09-10,16,166,YENIKAPI GUNEY
2024-09-10,16,4,SANAYI MAH. GUNEY
2024-09-10,16,107,GAYRETTEPE
2024-09-10,16,215,VEZNECILER GUNEY
2024-09-10,16,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,13,SEYRANTEPE 1 BATI
2024-09-10,16,2,GAYRETTEPE
2024-09-10,16,1,VEZNECILER KUZEY
2024-09-10,16,2,YENIKAPI GUNEY
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,187,4 LEVENT KUZEY
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,11,OSMANBEY 2 GUNEY
2024-09-10,16,4,HALIC GUNEY
2024-09-10,16,1,HALIC GUNEY
2024-09-10,16,1,SANAYI MAH. KUZEY
2024-09-10,16,4,HACIOSMAN
2024-09-10,16,10,VEZNECILER KUZEY
2024-09-10,16,50,OSMANBEY KUZEY
2024-09-10,16,20,LEVENT GUNEY
2024-09-10,16,1,OSMANBEY 2 GUNEY
2024-09-10,16,353,SISLI GUNEY
2024-09-10,16,3,HALIC KUZEY
2024-09-10,16,31,SISLI 2 KUZEY
2024-09-10,16,10,VEZNECILER GUNEY
2024-09-10,16,70,SANAYI MAH. GUNEY
2024-09-10,16,1,SISLI 2 KUZEY
2024-09-10,16,2,SISLI 2 KUZEY
2024-09-10,16,1,DARUSSAFAKA
2024-09-10,16,14,HACIOSMAN
2024-09-10,16,2,GAYRETTEPE
2024-09-10,16,2,DARUSSAFAKA
2024-09-10,16,2,HALIC GUNEY
2024-09-10,16,13,TAKSIM GUNEY
2024-09-10,16,2,OSMANBEY KUZEY
2024-09-10,16,290,YENIKAPI KUZEY
2024-09-10,16,1,LEVENT 2 KUZEY
2024-09-10,16,1,ITU GUNEY
2024-09-10,16,1,SISLI GUNEY
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,44,VEZNECILER GUNEY
2024-09-10,16,3,VEZNECILER KUZEY
2024-09-10,16,3,OSMANBEY 2 GUNEY
2024-09-10,16,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,7,HALIC GUNEY
2024-09-10,16,5,ITU KUZEY
2024-09-10,16,67,SISHANE GUNEY
2024-09-10,16,1,ITU KUZEY
2024-09-10,16,2,ITU GUNEY
2024-09-10,16,2,LEVENT GUNEY
2024-09-10,16,2,ATATURK OTO SANAYI GUNEY
2024-09-10,16,23,SISHANE KUZEY
2024-09-10,16,1,ATATURK OTO SANAYI GUNEY
2024-09-10,16,1,VEZNECILER GUNEY
2024-09-10,16,111,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,1,OSMANBEY KUZEY
2024-09-10,16,21,YENIKAPI GUNEY
2024-09-10,16,43,4 LEVENT 2 GUNEY
2024-09-10,16,6,SEYRANTEPE 1 BATI
2024-09-10,16,2,SISHANE KUZEY
2024-09-10,16,2,SISLI 2 KUZEY
2024-09-10,16,1,4 LEVENT 2 GUNEY
2024-09-10,16,3,LEVENT 2 KUZEY
2024-09-10,16,2,HALIC GUNEY
2024-09-10,16,1,VEZNECILER KUZEY
2024-09-10,16,1,ATATURK OTO SANAYI KUZEY
2024-09-10,16,1,HACIOSMAN
2024-09-10,16,3,HALIC GUNEY
2024-09-10,16,2,TAKSIM GUNEY
2024-09-10,16,2,SISHANE GUNEY
2024-09-10,16,216,TAKSIM GUNEY
2024-09-10,16,2,SISLI 2 KUZEY
2024-09-10,16,4,DARUSSAFAKA
2024-09-10,16,18,OSMANBEY 2 GUNEY
2024-09-10,16,2,4 LEVENT KUZEY
2024-09-10,16,3,OSMANBEY 2 GUNEY
2024-09-10,16,49,VEZNECILER GUNEY
2024-09-10,16,2,SISLI 2 KUZEY
2024-09-10,16,3,LEVENT GUNEY
2024-09-10,16,10,YENIKAPI GUNEY
2024-09-10,16,3,GAYRETTEPE
2024-09-10,16,1,HACIOSMAN
2024-09-10,16,25,SISHANE GUNEY
2024-09-10,16,93,LEVENT 2 KUZEY
2024-09-10,16,3,4 LEVENT KUZEY
2024-09-10,16,2,SISHANE KUZEY
2024-09-10,16,127,VEZNECILER KUZEY
2024-09-10,16,1,LEVENT GUNEY
2024-09-10,16,4,SISHANE KUZEY
2024-09-10,16,46,SANAYI MAH. KUZEY
2024-09-10,16,1,ITU GUNEY
2024-09-10,16,225,LEVENT GUNEY
2024-09-10,16,1,HALIC KUZEY
2024-09-10,16,1,LEVENT 2 KUZEY
2024-09-10,16,3,TAKSIM GUNEY
2024-09-10,16,2,SANAYI MAH. GUNEY
2024-09-10,16,23,SISLI GUNEY
2024-09-10,16,1,OSMANBEY KUZEY
2024-09-10,16,2,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,1,4 LEVENT 2 GUNEY
2024-09-10,16,237,SISHANE KUZEY
2024-09-10,16,16,ATATURK OTO SANAYI KUZEY
2024-09-10,16,1,SANAYI MAH. KUZEY
2024-09-10,16,1,ITU KUZEY
2024-09-10,16,5,SISHANE GUNEY
2024-09-10,16,1,ATATURK OTO SANAYI KUZEY
2024-09-10,16,1,HACIOSMAN
2024-09-10,16,39,ITU GUNEY
2024-09-10,16,1,ITU KUZEY
2024-09-10,16,1,LEVENT GUNEY
2024-09-10,16,2,VEZNECILER GUNEY
2024-09-10,16,1,SISHANE GUNEY
2024-09-10,16,56,HALIC KUZEY
2024-09-10,16,26,DARUSSAFAKA
2024-09-10,16,4,4 LEVENT 2 GUNEY
2024-09-10,16,3,SISLI 2 KUZEY
2024-09-10,16,1,GAYRETTEPE
2024-09-10,16,1,VEZNECILER KUZEY
2024-09-10,16,20,GAYRETTEPE
2024-09-10,16,5,4 LEVENT KUZEY
2024-09-10,16,38,GAYRETTEPE
2024-09-10,16,343,OSMANBEY 2 GUNEY
2024-09-10,16,10,SISHANE KUZEY
2024-09-10,16,123,ATATURK OTO SANAYI GUNEY
2024-09-10,16,5,TAKSIM GUNEY
2024-09-10,16,22,SEYRANTEPE 2 DOGU
2024-09-10,16,82,TAKSIM GUNEY
2024-09-10,16,644,TAKSIM GUNEY
2024-09-10,16,84,HACIOSMAN
2024-09-10,16,5,ATATURK OTO SANAYI GUNEY
2024-09-10,16,2,HALIC GUNEY
2024-09-10,16,2,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,1,TAKSIM GUNEY
2024-09-10,16,222,YENIKAPI KUZEY
2024-09-10,16,2,ATATURK OTO SANAYI GUNEY
2024-09-10,16,3,SISLI 2 KUZEY
2024-09-10,16,1,HALIC KUZEY
2024-09-10,16,6,ATATURK OTO SANAYI KUZEY
2024-09-10,16,1,HALIC KUZEY
2024-09-10,16,34,SISHANE KUZEY
2024-09-10,16,27,SISHANE GUNEY
2024-09-10,16,80,DARUSSAFAKA
2024-09-10,16,1,GAYRETTEPE
2024-09-10,16,4,YENIKAPI GUNEY
2024-09-10,16,36,VEZNECILER KUZEY
2024-09-10,16,118,ITU GUNEY
2024-09-10,16,15,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,1,SANAYI MAH. GUNEY
2024-09-10,16,2,SANAYI MAH. GUNEY
2024-09-10,16,1,LEVENT GUNEY
2024-09-10,16,5,ITU GUNEY
2024-09-10,16,2,4 LEVENT 2 GUNEY
2024-09-10,16,23,4 LEVENT KUZEY
2024-09-10,16,1,SANAYI MAH. GUNEY
2024-09-10,16,199,ITU KUZEY
2024-09-10,16,2,4 LEVENT KUZEY
2024-09-10,16,11,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,4,YENIKAPI KUZEY
2024-09-10,16,121,LEVENT GUNEY
2024-09-10,16,20,LEVENT GUNEY
2024-09-10,16,2,ITU GUNEY
2024-09-10,16,1,SISLI GUNEY
2024-09-10,16,2,SISLI 2 KUZEY
2024-09-10,16,135,OSMANBEY KUZEY
2024-09-10,16,13,TAKSIM GUNEY
2024-09-10,16,1,ATATURK OTO SANAYI KUZEY
2024-09-10,16,407,SISLI 2 KUZEY
2024-09-10,16,5,TAKSIM GUNEY
2024-09-10,16,1,GAYRETTEPE
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,3,LEVENT 2 KUZEY
2024-09-10,16,1,VEZNECILER KUZEY
2024-09-10,16,1,HACIOSMAN
2024-09-10,16,3,OSMANBEY KUZEY
2024-09-10,16,2,YENIKAPI KUZEY
2024-09-10,16,33,SEYRANTEPE 1 BATI
2024-09-10,16,2,TAKSIM GUNEY
2024-09-10,16,40,4 LEVENT KUZEY
2024-09-10,16,4,HALIC KUZEY
2024-09-10,16,1,SANAYI MAH. KUZEY
2024-09-10,16,5,OSMANBEY KUZEY
2024-09-10,16,1,SISHANE KUZEY
2024-09-10,16,95,ITU KUZEY
2024-09-10,16,1,ITU KUZEY
2024-09-10,16,20,VEZNECILER KUZEY
2024-09-10,16,2,VEZNECILER KUZEY
2024-09-10,16,1,YENIKAPI GUNEY
2024-09-10,16,18,HALIC KUZEY
2024-09-10,16,7,GAYRETTEPE
2024-09-10,16,1,ATATURK OTO SANAYI GUNEY
2024-09-10,16,2,SISHANE KUZEY
2024-09-10,16,1,DARUSSAFAKA
2024-09-10,16,1,LEVENT GUNEY
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,1,VEZNECILER GUNEY
2024-09-10,16,2,SISHANE GUNEY
2024-09-10,16,2,SISLI GUNEY
2024-09-10,16,3,SISHANE KUZEY
2024-09-10,16,3,OSMANBEY 2 GUNEY
2024-09-10,16,1,YENIKAPI KUZEY
2024-09-10,16,3,OSMANBEY KUZEY
2024-09-10,16,2,VEZNECILER KUZEY
2024-09-10,16,5,YENIKAPI GUNEY
2024-09-10,16,5,ITU GUNEY
2024-09-10,16,1,SISLI GUNEY
2024-09-10,16,1,OSMANBEY KUZEY
2024-09-10,16,5,VEZNECILER GUNEY
2024-09-10,16,1,OSMANBEY KUZEY
2024-09-10,16,2,SEYRANTEPE 2 DOGU
2024-09-10,16,5,OSMANBEY KUZEY
2024-09-10,16,1,ITU GUNEY
2024-09-10,16,22,HALIC GUNEY
2024-09-10,16,1,OSMANBEY 2 GUNEY
2024-09-10,16,48,HALIC GUNEY
2024-09-10,16,1,ATATURK OTO SANAYI KUZEY
2024-09-10,16,2,4 LEVENT KUZEY
2024-09-10,16,1,GAYRETTEPE
2024-09-10,16,2,LEVENT GUNEY
2024-09-10,16,1,ITU KUZEY
2024-09-10,16,3,OSMANBEY KUZEY
2024-09-10,16,2,VEZNECILER KUZEY
2024-09-10,16,2,SISLI 2 KUZEY
2024-09-10,16,13,SANAYI MAH. KUZEY
2024-09-10,16,3,SEYRANTEPE 2 DOGU
2024-09-10,16,1,ITU GUNEY
2024-09-10,16,2,GAYRETTEPE
2024-09-10,16,1,LEVENT GUNEY
2024-09-10,16,506,OSMANBEY KUZEY
2024-09-10,16,36,SEYRANTEPE 3 STAD GIRISI
2024-09-10,16,1,VEZNECILER KUZEY
2024-09-10,16,3,VEZNECILER GUNEY
2024-09-10,16,1,HALIC KUZEY
2024-09-10,16,232,ITU GUNEY
2024-09-10,16,3,OSMANBEY 2 GUNEY
2024-09-10,16,10,VEZNECILER GUNEY
2024-09-10,16,1,VEZNECILER GUNEY
2024-09-10,16,12,OSMANBEY KUZEY
2024-09-10,16,1,SISHANE KUZEY
2024-09-10,16,5,TAKSIM GUNEY
2024-09-10,16,1,SEYRANTEPE 2 DOGU
2024-09-10,16,35,YENIKAPI KUZEY
2024-09-10,16,2,GAYRETTEPE
2024-09-10,16,71,YENIKAPI KUZEY
2024-09-10,16,2,SISLI GUNEY
2024-09-10,16,1,TAKSIM GUNEY
2024-09-10,16,55,SISLI GUNEY
2024-09-10,16,6,OSMANBEY KUZEY
2024-09-10,16,5,GAYRETTEPE
2024-09-10,16,1,ITU GUNEY
2024-09-10,16,1,SANAYI MAH. GUNEY
2024-09-10,16,1,OSMANBEY 2 GUNEY
2024-09-10,16,9,YENIKAPI KUZEY
2024-09-10,16,3,SISLI 2 KUZEY
2024-09-10,16,2,YENIKAPI GUNEY
2024-09-10,16,149,HACIOSMAN
2024-09-10,16,30,LEVENT 2 KUZEY
2024-09-10,16,3,OSMANBEY KUZEY
2024-09-10,16,59,4 LEVENT KUZEY
2024-09-10,16,12,ITU KUZEY
2024-09-10,16,5,HALIC GUNEY
2024-09-10,16,4,LEVENT GUNEY
2024-09-10,16,1,SISHANE KUZEY
2024-09-10,16,1,4 LEVENT KUZEY
2024-09-10,16,37,ITU KUZEY
2024-09-10,16,2,LEVENT 2 KUZEY
2024-09-10,16,19,ATATURK OTO SANAYI GUNEY
2024-09-10,16,21,HALIC KUZEY
2024-09-10,16,76,HACIOSMAN
2024-09-10,16,1,ATATURK OTO SANAYI GUNEY
2024-09-10,16,1,SISLI GUNEY
2024-09-10,16,3,LEVENT 2 KUZEY
2024-09-10,17,1,ATATURK OTO SANAYI KUZEY
2024-09-10,17,59,VEZNECILER GUNEY
2024-09-10,17,2,SEYRANTEPE 1 BATI
2024-09-10,17,49,HALIC GUNEY
2024-09-10,17,6,YENIKAPI KUZEY
2024-09-10,17,1,LEVENT 2 KUZEY
2024-09-10,17,3,SANAYI MAH. GUNEY
2024-09-10,17,1,OSMANBEY KUZEY
2024-09-10,17,278,GAYRETTEPE
2024-09-10,17,266,VEZNECILER GUNEY
2024-09-10,17,2,TAKSIM GUNEY
2024-09-10,17,1,LEVENT GUNEY
2024-09-10,17,2,DARUSSAFAKA
2024-09-10,17,2,GAYRETTEPE
2024-09-10,17,1,TAKSIM GUNEY
2024-09-10,17,120,SANAYI MAH. GUNEY
2024-09-10,17,3,YENIKAPI GUNEY
2024-09-10,17,1,ITU GUNEY
2024-09-10,17,188,YENIKAPI GUNEY
2024-09-10,17,36,GAYRETTEPE
2024-09-10,17,1,SISLI 2 KUZEY
2024-09-10,17,45,HALIC KUZEY
2024-09-10,17,82,4 LEVENT 2 GUNEY
2024-09-10,17,27,4 LEVENT KUZEY
2024-09-10,17,184,ATATURK OTO SANAYI GUNEY
2024-09-10,17,30,4 LEVENT 2 GUNEY
2024-09-10,17,1,SISLI 2 KUZEY
2024-09-10,17,2,SISLI GUNEY
2024-09-10,17,1,VEZNECILER GUNEY
2024-09-10,17,4,4 LEVENT 2 GUNEY
2024-09-10,17,3,VEZNECILER KUZEY
2024-09-10,17,254,LEVENT GUNEY
2024-09-10,17,1,SISHANE GUNEY
2024-09-10,17,1,SEYRANTEPE 1 BATI
2024-09-10,17,146,LEVENT GUNEY
2024-09-10,17,6,ITU GUNEY
2024-09-10,17,1,VEZNECILER KUZEY
2024-09-10,17,1,SANAYI MAH. GUNEY
2024-09-10,17,2,ITU KUZEY
2024-09-10,17,1,SISHANE GUNEY
2024-09-10,17,2,4 LEVENT 2 GUNEY
2024-09-10,17,1,4 LEVENT KUZEY
2024-09-10,17,26,DARUSSAFAKA
2024-09-10,17,13,TAKSIM GUNEY
2024-09-10,17,1,HACIOSMAN
2024-09-10,17,3,GAYRETTEPE
2024-09-10,17,94,ATATURK OTO SANAYI GUNEY
2024-09-10,17,1,YENIKAPI GUNEY
2024-09-10,17,3,YENIKAPI GUNEY
2024-09-10,17,3,SISLI GUNEY
2024-09-10,17,64,HALIC GUNEY
2024-09-10,17,2,SEYRANTEPE 3 STAD GIRISI
2024-09-10,17,165,VEZNECILER KUZEY
2024-09-10,17,1,ITU KUZEY
2024-09-10,17,3,SISHANE KUZEY
2024-09-10,17,26,SEYRANTEPE 1 BATI
2024-09-10,17,9,LEVENT 2 KUZEY
2024-09-10,17,65,SISLI 2 KUZEY
2024-09-10,17,122,4 LEVENT KUZEY
2024-09-10,17,1,OSMANBEY KUZEY
2024-09-10,17,1,SISHANE KUZEY
2024-09-10,17,529,GAYRETTEPE
2024-09-10,17,1,SANAYI MAH. KUZEY
2024-09-10,17,6,ATATURK OTO SANAYI KUZEY
2024-09-10,17,9,YENIKAPI GUNEY
2024-09-10,17,1,GAYRETTEPE
2024-09-10,17,131,YENIKAPI KUZEY
2024-09-10,17,3,HALIC GUNEY
2024-09-10,17,2,VEZNECILER KUZEY
2024-09-10,17,1,SISHANE KUZEY
2024-09-10,17,2,TAKSIM GUNEY
2024-09-10,17,2,OSMANBEY KUZEY
2024-09-10,17,3,ATATURK OTO SANAYI GUNEY
2024-09-10,17,1,4 LEVENT KUZEY
2024-09-10,17,2,YENIKAPI GUNEY
2024-09-10,17,39,SISHANE KUZEY
2024-09-10,17,6,TAKSIM GUNEY
2024-09-10,17,2,SISLI 2 KUZEY
2024-09-10,17,93,TAKSIM GUNEY
2024-09-10,17,2,OSMANBEY 2 GUNEY
2024-09-10,17,5,ITU GUNEY
2024-09-10,17,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,17,3,GAYRETTEPE
2024-09-10,17,3,LEVENT 2 KUZEY
2024-09-10,17,4,ITU KUZEY
2024-09-10,17,4,YENIKAPI KUZEY
2024-09-10,17,1,SISHANE KUZEY
2024-09-10,17,7,SISLI GUNEY
2024-09-10,17,2,ATATURK OTO SANAYI GUNEY
2024-09-10,17,4,HACIOSMAN
2024-09-10,17,4,SISLI GUNEY
2024-09-10,17,3,HACIOSMAN
2024-09-10,17,26,SISHANE KUZEY
2024-09-10,17,1,4 LEVENT KUZEY
2024-09-10,17,1,ITU KUZEY
2024-09-10,17,2,SISHANE KUZEY
2024-09-10,17,27,HACIOSMAN
2024-09-10,17,4,VEZNECILER KUZEY
2024-09-10,17,394,HALIC GUNEY
2024-09-10,17,1,HALIC KUZEY
2024-09-10,17,1,SISHANE GUNEY
2024-09-10,17,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,17,1,4 LEVENT KUZEY
2024-09-10,17,41,SISHANE GUNEY
2024-09-10,17,88,LEVENT 2 KUZEY
2024-09-10,17,51,SEYRANTEPE 3 STAD GIRISI
2024-09-10,17,2,SISHANE GUNEY
2024-09-10,17,23,OSMANBEY 2 GUNEY
2024-09-10,17,1,HALIC KUZEY
2024-09-10,17,6,SISLI 2 KUZEY
2024-09-10,17,5,TAKSIM GUNEY
2024-09-10,17,1,OSMANBEY 2 GUNEY
2024-09-10,17,254,4 LEVENT KUZEY
2024-09-10,17,213,SISLI 2 KUZEY
2024-09-10,17,1,LEVENT 2 KUZEY
2024-09-10,17,27,SANAYI MAH. KUZEY
2024-09-10,17,1,YENIKAPI KUZEY
2024-09-10,17,2,OSMANBEY 2 GUNEY
2024-09-10,17,2,SANAYI MAH. KUZEY
2024-09-10,17,133,HACIOSMAN
2024-09-10,17,114,ATATURK OTO SANAYI KUZEY
2024-09-10,17,2,HACIOSMAN
2024-09-10,17,3,LEVENT 2 KUZEY
2024-09-10,17,2,LEVENT GUNEY
2024-09-10,17,14,SANAYI MAH. KUZEY
2024-09-10,17,6,LEVENT GUNEY
2024-09-10,17,278,SISLI 2 KUZEY
2024-09-10,17,2,HALIC GUNEY
2024-09-10,17,2,GAYRETTEPE
2024-09-10,17,1,ATATURK OTO SANAYI KUZEY
2024-09-10,17,257,SISHANE KUZEY
2024-09-10,17,1,HALIC KUZEY
2024-09-10,17,2,SISLI GUNEY
2024-09-10,17,2,OSMANBEY KUZEY
2024-09-10,17,2,ITU GUNEY
2024-09-10,17,330,ITU GUNEY
2024-09-10,17,29,ATATURK OTO SANAYI GUNEY
2024-09-10,17,2,YENIKAPI KUZEY
2024-09-10,17,3,4 LEVENT KUZEY
2024-09-10,17,17,VEZNECILER KUZEY
2024-09-10,17,1,YENIKAPI KUZEY
2024-09-10,17,1,SANAYI MAH. KUZEY
2024-09-10,17,1,HACIOSMAN
2024-09-10,17,1,VEZNECILER GUNEY
2024-09-10,17,296,LEVENT 2 KUZEY
2024-09-10,17,104,ITU GUNEY
2024-09-10,17,2,DARUSSAFAKA
2024-09-10,17,2,4 LEVENT 2 GUNEY
2024-09-10,17,207,YENIKAPI GUNEY
2024-09-10,17,1,SEYRANTEPE 2 DOGU
2024-09-10,17,2,HACIOSMAN
2024-09-10,17,1,SEYRANTEPE 1 BATI
2024-09-10,17,1,ATATURK OTO SANAYI KUZEY
2024-09-10,17,3,VEZNECILER GUNEY
2024-09-10,17,2,GAYRETTEPE
2024-09-10,17,1,VEZNECILER GUNEY
2024-09-10,17,501,ITU GUNEY
2024-09-10,17,1,ITU KUZEY
2024-09-10,17,3,SEYRANTEPE 2 DOGU
2024-09-10,17,3,OSMANBEY KUZEY
2024-09-10,17,6,SEYRANTEPE 2 DOGU
2024-09-10,17,26,HACIOSMAN
2024-09-10,17,1,SISLI 2 KUZEY
2024-09-10,17,1,YENIKAPI KUZEY
2024-09-10,17,5,ITU KUZEY
2024-09-10,17,3,ITU KUZEY
2024-09-10,17,1,OSMANBEY KUZEY
2024-09-10,17,292,YENIKAPI KUZEY
2024-09-10,17,50,DARUSSAFAKA
2024-09-10,17,5,TAKSIM GUNEY
2024-09-10,17,7,GAYRETTEPE
2024-09-10,17,3,SANAYI MAH. GUNEY
2024-09-10,17,1,HACIOSMAN
2024-09-10,17,2,SISHANE KUZEY
2024-09-10,17,2,LEVENT 2 KUZEY
2024-09-10,17,2,SANAYI MAH. GUNEY
2024-09-10,17,1,LEVENT GUNEY
2024-09-10,17,1,YENIKAPI KUZEY
2024-09-10,17,6,ATATURK OTO SANAYI KUZEY
2024-09-10,17,7,HALIC KUZEY
2024-09-10,17,2,LEVENT GUNEY
2024-09-10,17,11,OSMANBEY KUZEY
2024-09-10,17,119,SANAYI MAH. KUZEY
2024-09-10,17,19,SISHANE GUNEY
2024-09-10,17,3,YENIKAPI GUNEY
2024-09-10,17,1,ITU GUNEY
2024-09-10,17,4,ATATURK OTO SANAYI GUNEY
2024-09-10,17,1,VEZNECILER GUNEY
2024-09-10,17,1,SISHANE GUNEY
2024-09-10,17,1,ITU GUNEY
2024-09-10,17,4,GAYRETTEPE
2024-09-10,17,2,ITU GUNEY
2024-09-10,17,37,OSMANBEY 2 GUNEY
2024-09-10,17,28,ATATURK OTO SANAYI KUZEY
2024-09-10,17,485,OSMANBEY 2 GUNEY
2024-09-10,17,3,OSMANBEY 2 GUNEY
2024-09-10,17,2,SISLI GUNEY
2024-09-10,17,1,SEYRANTEPE 3 STAD GIRISI
2024-09-10,17,1,YENIKAPI GUNEY
2024-09-10,17,2,TAKSIM GUNEY
2024-09-10,17,54,SISLI GUNEY
2024-09-10,17,3,HACIOSMAN
2024-09-10,17,3,OSMANBEY 2 GUNEY
2024-09-10,17,1,4 LEVENT 2 GUNEY
2024-09-10,17,4,4 LEVENT KUZEY
2024-09-10,17,2,YENIKAPI KUZEY
2024-09-10,17,109,SANAYI MAH. KUZEY
2024-09-10,17,4,SISLI 2 KUZEY
2024-09-10,17,2,YENIKAPI GUNEY
2024-09-10,17,6,OSMANBEY KUZEY
2024-09-10,17,1,4 LEVENT KUZEY
2024-09-10,17,35,SISLI GUNEY
2024-09-10,17,10,TAKSIM GUNEY
2024-09-10,17,1,HACIOSMAN
2024-09-10,17,2,SISHANE KUZEY
2024-09-10,17,1,GAYRETTEPE
2024-09-10,17,426,SISLI GUNEY
2024-09-10,17,226,OSMANBEY 2 GUNEY
2024-09-10,17,231,SISHANE GUNEY
2024-09-10,17,2,OSMANBEY 2 GUNEY
2024-09-10,17,2,OSMANBEY 2 GUNEY
2024-09-10,17,2,ATATURK OTO SANAYI GUNEY
2024-09-10,17,285,OSMANBEY KUZEY
2024-09-10,17,3,HALIC GUNEY
2024-09-10,17,6,SISHANE GUNEY
2024-09-10,17,2,SISHANE KUZEY
2024-09-10,17,73,ATATURK OTO SANAYI KUZEY
2024-09-10,17,4,4 LEVENT 2 GUNEY
2024-09-10,17,354,LEVENT GUNEY
2024-09-10,17,34,HALIC GUNEY
2024-09-10,17,7,LEVENT 2 KUZEY
2024-09-10,17,3,SISLI 2 KUZEY
2024-09-10,17,2,ATATURK OTO SANAYI KUZEY
2024-09-10,17,2,ITU KUZEY
2024-09-10,17,6,HALIC GUNEY
2024-09-10,17,1,SISLI GUNEY
2024-09-10,17,1,YENIKAPI KUZEY
2024-09-10,17,1,SANAYI MAH. GUNEY
2024-09-10,17,312,TAKSIM GUNEY
2024-09-10,17,89,DARUSSAFAKA
2024-09-10,17,5,YENIKAPI KUZEY
2024-09-10,17,5,LEVENT GUNEY
2024-09-10,17,123,SISHANE KUZEY
2024-09-10,17,1,SANAYI MAH. KUZEY
2024-09-10,17,1,ATATURK OTO SANAYI KUZEY
2024-09-10,17,307,YENIKAPI KUZEY
2024-09-10,17,1,OSMANBEY KUZEY
2024-09-10,17,1,YENIKAPI GUNEY
2024-09-10,17,3,SANAYI MAH. KUZEY
